title,brand,old_pred,old_conf,new_pred,reasoning_conf,conf_delta,escaped_grey,verifier_token,justification,error
Gochujang Sauce,,unbranded,0.9979,unbranded,1.0,0.0021,True,Yes,"The title contains two words: 'Gochujang' and 'Sauce.' 'Gochujang' is a Korean fermented chili paste — a descriptive ingredient/flavor term, not a maker's name. 'Sauce' is purely a product-type descriptor. Neither word identifies a manufacturer or company, so the title only describes what the item is.",
Gochujang 17kg Tin,Unbranded,branded,0.7058,unbranded,1.0,0.2942,True,Yes,"The title contains three elements: 'Gochujang,' '17kg,' and 'Tin.' 'Gochujang' is a Korean fermented chili paste — it is the name of the ingredient/product type, not a maker. '17kg' is a size/weight measurement, and 'Tin' describes the packaging material. None of these words identify a manufacturer or company; the title only describes what the product is, how much there is, and how it is packaged.",
Garbage Bag Green 30 X50,unbranded,unbranded,1.0,unbranded,1.0,0.0,True,Yes,"The title contains no word that identifies a real maker or company. 'Garbage Bag' is a descriptive product type, 'Green' is a color descriptor, and '30 X50' is a size measurement. None of these terms name a manufacturer or brand responsible for producing the item.",
Green Mustard Microgreen,unbrand,unbranded,0.9998,unbranded,1.0,0.0002,True,Yes,"The title contains three words: 'Green,' 'Mustard,' and 'Microgreen.' 'Green' is a descriptive color/type term, 'Mustard' identifies the plant variety or flavor, and 'Microgreen' describes the growth stage or product type (young seedlings harvested at an early stage). None of these words identify a manufacturer or company; they collectively describe what the product is — a mustard-variety microgreen — rather than who makes or sells it.",
Timmys Food Bag,unbranded,branded,0.6619,unbranded,0.9831,0.3212,True,Yes,"The word 'Timmys' could signal a brand, but it reads more like a possessive personal name (Timmy's) indicating ownership or a homemade/generic label rather than a recognized manufacturer or company. 'Food Bag' is purely descriptive, identifying the product type — a bag for food. There is no recognizable maker or company name in the title, so the product is classified as unbranded.",
Palm Jaggery (per kg),unbranded,unbranded,0.9998,unbranded,1.0,0.0002,True,Yes,"The title contains two potentially notable words: 'Palm' and 'Jaggery.' 'Jaggery' is a descriptive term referring to an unrefined sugar product, not a maker's name. 'Palm' is an ingredient/source descriptor indicating the type of jaggery (made from palm), not a company or manufacturer name. The parenthetical '(per kg)' is a unit-of-measure indicator. No part of the title identifies a real maker or company.",
Duster Check/Hand,Unbranded,unbranded,0.9196,unbranded,1.0,0.0804,True,Yes,"The title 'Duster Check/Hand' contains no words that identify a real maker or company. 'Duster' describes the product type (a cleaning cloth or duster), 'Check' likely refers to a check or checkered pattern (a descriptive style term), and 'Hand' indicates the size or intended use (handheld). None of these words name a manufacturer or brand; they are purely descriptive terms.",
CARNATTION MILK  405 GM ( EVAPORATED MILK ),unbranded,branded,1.0,branded,0.5737,-0.4263,False,Yes,"The word 'CARNATTION' (a variant spelling of 'Carnation') is the key term to evaluate here. Carnation is a well-known brand of evaporated milk manufactured by Nestlé, making it a real maker/company name rather than a descriptive term. The remaining elements — 'MILK,' '405 GM,' and 'EVAPORATED MILK' — are purely descriptive, indicating the product type, quantity, and preparation style respectively. Since the title contains a recognizable brand name, the product is classified as branded.",
11.5x11.5 (Round) Sandhouse Butter paper (40GSM),unbranded,branded,0.8397,unbranded,0.9627,0.123,True,Yes,"The word 'Sandhouse' in the title could potentially signal a brand, but it appears to function as a descriptive style or type name for the butter paper rather than identifying a real manufacturer or company. '11.5x11.5' and '40GSM' are measurements (size and grammage), while 'Round' describes the shape and 'Butter paper' describes the product type. Since no recognized maker or company name appears in the title, the product is unbranded.",
Micks Lotus Biscoff Biscuit,unbranded,branded,0.9999,branded,1.0,0.0001,True,Yes,"The title contains two potential brand signals: 'Micks' and 'Lotus Biscoff.' 'Micks' appears to be a maker or seller name (likely a shop or producer), identifying who is associated with the product. 'Lotus Biscoff' is a well-known real manufacturer and brand name — Lotus Bakeries produces the famous Biscoff biscuits — making this a recognizable company name rather than a descriptive term. 'Biscuit' is purely a descriptive product-type word and carries no brand significance.",
SDU Deva Chardonnay White wine 750ml,unbranded,branded,0.9993,branded,0.9995,0.0002,True,Yes,"The word 'Deva' in the title signals a brand — it appears to be a real winery or wine producer name that identifies who makes this wine, not a descriptive term for a wine type, ingredient, or style. 'SDU' could be a distributor or importer code, but it functions as an identifier rather than a descriptive term; however, the primary brand indicator here is 'Deva.' 'Chardonnay' is a grape variety and wine style (descriptive), 'White wine' is a product type (descriptive), and '750ml' is a size measurement — none of these identify a maker. The presence of 'Deva' as a proper name attached to the wine is sufficient to classify this product as branded.",
Grated mozzarella New Onesta,Olio,branded,0.9993,branded,1.0,0.0007,True,Yes,"The words 'Grated' and 'mozzarella' are purely descriptive terms indicating the form and type of cheese, not a maker. 'New' could be a descriptor (novel/fresh) but 'Onesta' appears to function as a brand or product line name identifying the maker or seller of the mozzarella. 'Onesta' does not describe any ingredient, material, flavor, or characteristic of the product, making it the most plausible candidate for a company or brand name. Therefore, the product is classified as branded based on 'Onesta' serving as a maker identifier.",
Quinoa 1 kg,Unbranded,unbranded,0.998,unbranded,1.0,0.002,True,Yes,"The title contains two elements: 'Quinoa' and '1 kg'. 'Quinoa' is a descriptive term referring to a type of grain/seed, not a maker or company name. '1 kg' is a weight measurement indicating the size of the package. Neither element identifies a real manufacturer or company, so the product is unbranded.",
Cheese Block Processed,Olio,unbranded,0.9947,unbranded,1.0,0.0053,True,Yes,"The title contains three words: 'Cheese' (a food type/ingredient), 'Block' (a shape/form descriptor), and 'Processed' (a preparation/manufacturing method descriptor). None of these words identify a real maker or company — they collectively describe what the product is: a block of processed cheese. With no manufacturer or brand name present, the product is unbranded.",
Amul Fresh Cream 1 Ltr- Exempt,Unbranded,branded,0.9999,branded,1.0,0.0001,True,Yes,"The word 'Amul' in the title identifies a real and well-known dairy manufacturer/cooperative (the Anand Milk Union Limited based in India), making this a branded product. The remaining words — 'Fresh Cream' (product type), '1 Ltr' (size/volume), and 'Exempt' (likely a tax or regulatory code) — are all purely descriptive or administrative terms and do not name any maker. Since 'Amul' clearly identifies who produces the item, the product is classified as branded.",
Duster cloth-Thick Mop,unbranded,unbranded,0.997,unbranded,1.0,0.003,True,Yes,"The title contains two potentially notable terms: 'Duster' and 'Mop.' Both are descriptive product-type words that identify what the item is — a dusting cloth and a mop — rather than naming any manufacturer or company. 'Thick' is a material/quality descriptor, and 'cloth' describes the material. No part of the title identifies a real maker or brand.",
Hand Sanitizer HS 100,unbranded,branded,0.2227,unbranded,1.0,0.7773,True,Yes,"The title contains three potential signals: 'Hand Sanitizer' is purely descriptive, naming the product type. 'HS' appears to be an abbreviation, most likely shorthand for 'Hand Sanitizer' itself rather than a recognizable company or manufacturer name. '100' is a numerical descriptor, likely indicating size, concentration, or a product code, not a brand. No part of the title identifies a real maker or company.",
